experiment,layer,probe_character,center_character,test_character,int_auroc_alice,int_auroc_bob,cl_auroc_alice,cl_auroc_bob
A-to-A,31,Alice,Alice,Alice,0.11339223839223839,0.825292728277803,0.9647724647724648,0.2628272777526509
A-to-A,30,Alice,Alice,Alice,0.09886809886809889,0.8202673501180964,0.9647724647724648,0.2628272777526509
A-to-A,29,Alice,Alice,Alice,0.09727997227997229,0.8206191265892758,0.9647724647724648,0.2628272777526509
A-to-A,28,Alice,Alice,Alice,0.10787710787710787,0.8140107543092618,0.9647724647724648,0.2628272777526509
A-to-A,27,Alice,Alice,Alice,0.10631785631785633,0.8018242122719735,0.9647724647724648,0.2628272777526509
A-to-A,26,Alice,Alice,Alice,0.11420073920073918,0.791044776119403,0.9647724647724648,0.2628272777526509
A-to-A,25,Alice,Alice,Alice,0.1072996072996073,0.81421176943565,0.9647724647724648,0.2628272777526509
A-to-A,24,Alice,Alice,Alice,0.1165973665973666,0.7985325895773657,0.9647724647724648,0.2628272777526509
A-to-A,23,Alice,Alice,Alice,0.11012936012936014,0.7925272626765164,0.9647724647724648,0.2628272777526509
A-to-A,22,Alice,Alice,Alice,0.10937860937860938,0.8008693904216292,0.9647724647724648,0.2628272777526509
A-to-A,21,Alice,Alice,Alice,0.11128436128436128,0.8089853761495552,0.9647724647724648,0.2628272777526509
A-to-A,20,Alice,Alice,Alice,0.11587549087549087,0.8200914618825066,0.9647724647724648,0.2628272777526509
A-to-A,19,Alice,Alice,Alice,0.11134211134211133,0.832378511482989,0.9647724647724648,0.2628272777526509
A-to-A,18,Alice,Alice,Alice,0.11801224301224301,0.8325292728277802,0.9647724647724648,0.2628272777526509
A-to-A,17,Alice,Alice,Alice,0.11884961884961885,0.8181315644002212,0.9647724647724648,0.2628272777526509
A-to-A,16,Alice,Alice,Alice,0.1145183645183645,0.8096638022011157,0.9647724647724648,0.2628272777526509
A-to-A,15,Alice,Alice,Alice,0.10259297759297759,0.8054927383285593,0.9647724647724648,0.2628272777526509
A-to-A,14,Alice,Alice,Alice,0.11362323862323861,0.7862455399768832,0.9647724647724648,0.2628272777526509
A-to-A,13,Alice,Alice,Alice,0.19802494802494802,0.7255640986984271,0.9647724647724648,0.2628272777526509
A-to-A,12,Alice,Alice,Alice,0.3817856317856318,0.5953816774712297,0.9647724647724648,0.2628272777526509
A-to-A,11,Alice,Alice,Alice,0.7074382074382075,0.39514548469772354,0.9647724647724648,0.2628272777526509
