experiment,layer,int_auroc_alice,int_auroc_bob,cl_auroc_alice,cl_auroc_bob
A-to-A,23,0.09873256888440858,0.790305976111942,0.9627698672715053,0.24439675482985393
A-to-A,22,0.09919197328629033,0.8127496875704248,0.9627698672715053,0.24439675482985393
A-to-A,21,0.09752236643145161,0.8163451885845404,0.9627698672715053,0.24439675482985393
A-to-A,20,0.10064894153225806,0.8183785417221529,0.9627698672715053,0.24439675482985393
A-to-A,19,0.10494896673387097,0.807392288623466,0.9627698672715053,0.24439675482985393
A-to-A,18,0.11007066952284947,0.8107726741922927,0.9627698672715053,0.24439675482985393
A-to-A,17,0.11039619035618278,0.7971000389256521,0.9627698672715053,0.24439675482985393
A-to-A,16,0.10135511172715053,0.8099455040871936,0.9627698672715053,0.24439675482985393
A-to-A,15,0.08519195228494622,0.8211084591587962,0.9627698672715053,0.24439675482985393
A-to-A,14,0.09177324848790322,0.8360973960787527,0.9627698672715053,0.24439675482985393
A-to-A,13,0.09163673975134409,0.8420642887873635,0.9627698672715053,0.24439675482985393
A-to-A,12,0.09886382728494622,0.8451578537624715,0.9627698672715053,0.24439675482985393
A-to-A,11,0.37912151377688175,0.5815953371166336,0.9627698672715053,0.24439675482985393
A-to-A,10,0.8838783182123654,0.2235740919055131,0.9627698672715053,0.24439675482985393
A-to-A,9,0.9537077872983871,0.21085667165188174,0.9627698672715053,0.24439675482985393
A-to-A,8,0.9554613995295699,0.22287496670832393,0.9627698672715053,0.24439675482985393
A-to-A,7,0.9632450226814516,0.24819968859478397,0.9627698672715053,0.24439675482985393
A-to-A,6,0.9627724924395161,0.24502929667492984,0.9627698672715053,0.24439675482985393
A-to-A,5,0.9625126008064516,0.24439675482985393,0.9627698672715053,0.24439675482985393
A-to-A,4,0.9630166330645161,0.2439460367540104,0.9627698672715053,0.24439675482985393
A-to-A,3,0.9630218834005377,0.24379494376267646,0.9627698672715053,0.24439675482985393
A-to-A,2,0.9631163894489247,0.24323922886234658,0.9627698672715053,0.24439675482985393
A-to-A,1,0.9631505166330645,0.2434671487984266,0.9627698672715053,0.24439675482985393
A-to-A,0,0.9629168766801076,0.24419700477351414,0.9627698672715053,0.24439675482985393
B-to-B,23,0.8447948168682795,0.12285652824158488,0.21674962197580647,0.926156501608244
B-to-B,22,0.8639952956989247,0.1385061768863576,0.21674962197580647,0.926156501608244
B-to-B,21,0.8603646883400538,0.13424996414742582,0.21674962197580647,0.926156501608244
B-to-B,20,0.850467804939516,0.14078537624715742,0.21674962197580647,0.926156501608244
B-to-B,19,0.8413427209341398,0.15046813218331934,0.21674962197580647,0.926156501608244
B-to-B,18,0.8528514574932795,0.18840783839708267,0.21674962197580647,0.926156501608244
B-to-B,17,0.8548177083333334,0.20931757185880231,0.21674962197580647,0.926156501608244
B-to-B,16,0.8630082325268817,0.18583413574808957,0.21674962197580647,0.926156501608244
B-to-B,15,0.8669276083669355,0.1845075905021409,0.21674962197580647,0.926156501608244
