experiment,layer,int_auroc_alice,int_auroc_bob,cl_auroc_alice,cl_auroc_bob
B-to-B,14,0.8889947706653226,0.19452070230071092,0.21674962197580647,0.926156501608244
B-to-B,13,0.886931388608871,0.22954098461412387,0.21674962197580647,0.926156501608244
B-to-B,12,0.8609842279905914,0.2302836450800024,0.21674962197580647,0.926156501608244
B-to-B,11,0.6056446362567205,0.4264484439982791,0.21674962197580647,0.926156501608244
B-to-B,10,0.340841313844086,0.7176840261416484,0.21674962197580647,0.926156501608244
B-to-B,9,0.20679498487903222,0.9148552580360985,0.21674962197580647,0.926156501608244
B-to-B,8,0.2087061071908603,0.9156107229927681,0.21674962197580647,0.926156501608244
B-to-B,7,0.20125850554435482,0.9214444489971523,0.21674962197580647,0.926156501608244
B-to-B,6,0.21220545614919353,0.9256033476060724,0.21674962197580647,0.926156501608244
B-to-B,5,0.2147991221438172,0.9256571264673946,0.21674962197580647,0.926156501608244
B-to-B,4,0.21616158434139784,0.9256750527545021,0.21674962197580647,0.926156501608244
B-to-B,3,0.21653960853494622,0.925915777181373,0.21674962197580647,0.926156501608244
B-to-B,2,0.2161274571572581,0.9259797996353282,0.21674962197580647,0.926156501608244
B-to-B,1,0.2158780661962366,0.926156501608244,0.21674962197580647,0.926156501608244
B-to-B,0,0.21629284274193547,0.9260745528671817,0.21674962197580647,0.926156501608244
A-to-B,23,0.612210181451613,0.1604223433242507,0.21674962197580647,0.926156501608244
A-to-B,22,0.2938639322916667,0.5054162996045972,0.21674962197580647,0.926156501608244
A-to-B,21,0.13884776125672044,0.6847841675032267,0.21674962197580647,0.926156501608244
A-to-B,20,0.11124149445564516,0.740811497408371,0.21674962197580647,0.926156501608244
A-to-B,19,0.1057575184811828,0.7734142918604413,0.21674962197580647,0.926156501608244
A-to-B,18,0.12911363827284944,0.7823031693675606,0.21674962197580647,0.926156501608244
A-to-B,17,0.1605894027217742,0.8177664870623426,0.21674962197580647,0.926156501608244
A-to-B,16,0.16719170026881724,0.8399822785847453,0.21674962197580647,0.926156501608244
A-to-B,15,0.19955477150537632,0.8576678412652885,0.21674962197580647,0.926156501608244
A-to-B,14,0.20038694976478494,0.8801217963164041,0.21674962197580647,0.926156501608244
A-to-B,13,0.21438434559811825,0.8918353444920202,0.21674962197580647,0.926156501608244
A-to-B,12,0.312001218077957,0.8351959599270655,0.21674962197580647,0.926156501608244
A-to-B,11,0.33419963877688175,0.8588945114830673,0.21674962197580647,0.926156501608244
A-to-B,10,0.23368983114919353,0.9062378357337486,0.21674962197580647,0.926156501608244
A-to-B,9,0.25783087617607525,0.9257979758660958,0.21674962197580647,0.926156501608244
A-to-B,8,0.26314946656586025,0.9228836737620618,0.21674962197580647,0.926156501608244
A-to-B,7,0.2173245337701613,0.9214956669603163,0.21674962197580647,0.926156501608244
A-to-B,6,0.21470724126344085,0.9280515662453135,0.21674962197580647,0.926156501608244
A-to-B,5,0.21354166666666669,0.9270963512323042,0.21674962197580647,0.926156501608244
A-to-B,4,0.2186554939516129,0.9264612484890701,0.21674962197580647,0.926156501608244
A-to-B,3,0.22203146001344085,0.9264407613038044,0.21674962197580647,0.926156501608244
A-to-B,2,0.2177078082997312,0.9255879822171231,0.21674962197580647,0.926156501608244
A-to-B,1,0.2147046160954301,0.9258952899961074,0.21674962197580647,0.926156501608244
A-to-B,0,0.2162455897177419,0.925890168199791,0.21674962197580647,0.926156501608244
