experiment,layer,probe_character,center_character,test_character,int_auroc_alice,int_auroc_bob,cl_auroc_alice,cl_auroc_bob
A-to-A,12,Alice,Alice,Alice,0.4933009933009933,0.6101311623699683,0.9890852390852392,0.2655661088496909
A-to-A,11,Alice,Alice,Alice,0.8876472626472626,0.30737725513844916,0.9890852390852392,0.2655661088496909
A-to-A,10,Alice,Alice,Alice,0.9111226611226612,0.29355746519925624,0.9890852390852392,0.2655661088496909
A-to-A,9,Alice,Alice,Alice,0.9651478401478402,0.2589074827880798,0.9890852390852392,0.2655661088496909
A-to-A,8,Alice,Alice,Alice,0.9708073458073457,0.2560430172370471,0.9890852390852392,0.2655661088496909
A-to-A,7,Alice,Alice,Alice,0.9879302379302379,0.26061611136238005,0.9890852390852392,0.2655661088496909
A-to-A,6,Alice,Alice,Alice,0.9894606144606144,0.26260113573546406,0.9890852390852392,0.2655661088496909
A-to-A,5,Alice,Alice,Alice,0.9888253638253638,0.2619478365747022,0.9890852390852392,0.2655661088496909
A-to-A,4,Alice,Alice,Alice,0.9884788634788634,0.2641338760741746,0.9890852390852392,0.2655661088496909
A-to-A,3,Alice,Alice,Alice,0.9888253638253639,0.2650635710337203,0.9890852390852392,0.2655661088496909
A-to-A,2,Alice,Alice,Alice,0.9888831138831139,0.2601387004372079,0.9890852390852392,0.2655661088496909
A-to-A,1,Alice,Alice,Alice,0.9887098637098637,0.26240012060907586,0.9890852390852392,0.2655661088496909
A-to-A,0,Alice,Alice,Alice,0.988969738969739,0.2645107794361526,0.9890852390852392,0.2655661088496909
B-to-B,31,Bob,Bob,Bob,0.8945195195195195,0.08809487913965526,0.17402979902979904,0.9820845268606463
B-to-B,30,Bob,Bob,Bob,0.8385885885885885,0.06917433036836024,0.17402979902979904,0.9820845268606463
B-to-B,29,Bob,Bob,Bob,0.8688207438207438,0.059751746318910504,0.17402979902979904,0.9820845268606463
B-to-B,28,Bob,Bob,Bob,0.8833448833448833,0.06020403035328409,0.17402979902979904,0.9820845268606463
